일시,지점,폭염여부(1/0),최고체감온도(°C),최고기온(°C),평균기온(°C),최저기온(°C),평균상대습도(%),폭염특보(1/0),열대야(1/0),자외선지수(단계)
2023-07-09,진주(192),0,29.9,27.4,25.4,23.2,91.8,0,0,3
2023-07-09,서산(129),0,29.7,27.8,25.1,23.4,91.1,0,0,2
2023-07-09,서천(614),0,30.8,28.4,25.9,23.5,91,0,0,3
2023-07-09,화성(571),0,30.1,28.1,24.8,22.1,91,0,0,2
2023-07-09,오산(550),0,31.3,29.4,24.6,22,91,0,0,2
2023-07-09,과천(590),0,30.1,28.3,24.3,21.1,91,0,0,2
2023-07-09,양양(670),0,28.7,27,22.6,21.1,91,0,0,1
2023-07-09,완도(170),0,31.9,29.8,26,23.1,90.6,0,0,3
2023-07-09,영월(121),0,31.8,30.5,23.5,21.1,90.6,0,0,1
2023-07-09,속초(90),0,28.6,26.8,22.5,21.2,90.3,0,0,1
2023-07-09,괴산(603),0,31.7,30.2,24.3,21.9,90,0,0,1
2023-07-09,봉화(271),0,28.6,27,22.8,20.3,89.9,0,0,2
2023-07-09,인제(211),0,27.8,26.2,22.5,20.8,89.5,0,0,1
2023-07-09,인천(112),0,28.5,25.9,24.5,21.8,89.4,0,0,2
2023-07-09,시흥(565),0,29.8,27.9,24.8,21.6,89,0,0,2
2023-07-09,음성(619),0,31.3,29.8,23.4,21.3,89,0,0,1
2023-07-09,의왕(445),0,29.5,27.6,23.9,20.7,89,0,0,2
2023-07-09,삼척(876),0,27.7,26.2,22.3,19.9,89,0,0,1
2023-07-09,동두천(98),0,28.5,26.2,23.7,19.8,89,0,0,2
2023-07-09,청양(618),0,32.5,31,25.9,23.4,88,0,0,2
2023-07-09,계룡(636),0,31.7,29.4,25.6,21.8,88,0,0,2
2023-07-09,단양(601),0,31.7,30.9,24.4,21.5,88,0,0,3
2023-07-09,횡성(536),0,29.6,28,23.9,19.9,88,0,0,1
2023-07-09,보은(226),0,31.3,29.5,25.6,22.5,87.8,0,0,2
2023-07-09,철원(95),0,28.2,26.6,23.3,18.8,87.8,0,0,1
2023-07-09,보령(235),0,31.4,30,26.2,24.5,87.6,0,0,2
2023-07-09,부산(159),0,29.3,27.2,24.2,21.5,87,0,0,3
2023-07-09,양구(556),0,28.1,26.7,22.5,20.5,87,0,0,1
2023-07-09,남양주(541),0,29.5,27.8,24.2,19.9,87,0,0,2
2023-07-09,연천청산(652),0,28.6,27.2,23.2,19.8,87,0,0,2
2023-07-09,군산(140),0,32.1,30.3,26.8,24,86.4,0,1,1
2023-07-09,서울(108),0,29.1,27,24.7,21.6,86.4,0,0,2
2023-07-09,수원(119),0,30.3,28.4,25,21.8,86.3,0,0,2
2023-07-09,진천(602),0,32.1,30.7,25,22.5,86,0,0,2
2023-07-09,진안(703),0,31,29.2,25.7,22,86,0,0,3
2023-07-09,양주(598),0,29.2,27.6,24.4,20.1,86,0,0,2
2023-07-09,포천(504),0,28.9,26.9,24.1,19.6,86,0,0,2
2023-07-09,추풍령(135),0,32,30.7,25.5,22.3,85.1,0,0,3
2023-07-09,양평(202),0,29.2,27.4,24.1,20.8,85.1,0,0,2
2023-07-09,경기광주(546),0,29.4,28,23.2,20.5,85,0,0,2
2023-07-09,구리(569),0,29.5,27.8,23.9,20,85,0,0,2
2023-07-09,부천(433),0,27.7,26.1,23.4,19.8,85,0,0,2
2023-07-09,의령군(263),0,31,29.2,26.5,23.9,84.6,0,1,3
2023-07-09,장수(248),0,30.4,28.7,25.6,21.5,84.6,0,0,2
2023-07-09,정선군(217),0,31.2,30.6,23.3,20.3,84.6,0,0,1
2023-07-09,평창(526),0,29.5,28.6,23.2,20.7,84,0,0,1
2023-07-09,태백(216),0,28.8,28,22.6,19.3,83.3,0,0,1
2023-07-09,원주(114),0,30.1,29.3,24.5,20.3,82.3,0,0,1
2023-07-09,군포(438),0,29.8,27.7,24.7,21.2,82,0,0,2
2023-07-09,하남(444),0,28.8,27.2,23.6,20.3,82,0,0,2
2023-07-09,광명(437),0,30.1,28.7,25.4,21.8,81,0,0,2
2023-07-09,성남(572),0,29.5,28.3,24.1,20.8,76,0,0,2
2023-07-09,제주(184),1,33.8,33,29.5,25.4,72,0,1,3
2023-07-08,김해시(253),0,27.5,24.2,22.6,20.3,100,1,0,2
2023-07-08,고령(812),0,29.8,26.4,23,19.1,99,1,0,2
2023-07-08,해남(261),0,30.2,27.2,25.4,24.3,97.3,1,0,3
2023-07-08,광주(156),1,33.6,30.6,26.5,24.1,97.1,1,1,4
2023-07-08,장흥(260),0,30.6,28.1,24.7,22.7,97,1,0,3
2023-07-08,광양읍(713),0,29.9,27.5,24.6,21.6,96,1,0,3
2023-07-08,창녕(919),0,28.8,26.1,23.3,20.1,96,1,0,2
2023-07-08,강진군(259),0,29.9,27.3,24.8,23.2,95.3,1,0,3
2023-07-08,보성(732),0,29.6,27.4,23.7,21.6,95,1,0,3
2023-07-08,함양군(264),0,31.9,29.8,24,20,95,1,0,2
2023-07-08,순천시(712),0,30,27.5,24.7,22,94,1,0,3
2023-07-08,구례(709),0,31.1,28.9,24.6,21.3,94,1,0,3
2023-07-08,함안(920),0,28.3,25.7,22.9,20.3,94,1,0,2
2023-07-08,칠곡(825),0,30.7,28.5,23.9,20,94,1,0,3
2023-07-08,산청(289),0,29.5,27.3,23.3,19.7,93.8,1,0,2
2023-07-08,하동(932),0,29.5,27.1,23.8,20.8,93,1,0,3
2023-07-08,창원(155),0,27.2,24.4,22.3,20.6,93,1,0,2
2023-07-08,청도(813),0,28.3,25.6,22.9,19.2,93,1,0,2
2023-07-08,천안(232),0,31,29.5,24.1,19.9,92.1,1,0,3
2023-07-08,영암(731),0,31.6,29.4,26.4,24.5,92,1,0,4
2023-07-08,담양(706),1,33.3,31.1,26.5,23.5,92,1,0,2
2023-07-08,김제(737),0,32.8,31.1,25.2,21.2,92,1,0,3
2023-07-08,평택(551),0,31.2,30.1,24.8,20.3,92,1,0,3
2023-07-08,부여(236),0,31.5,30,24,19.7,91.3,1,0,3
2023-07-08,문경(273),0,30.3,28.8,23,18.2,91.3,1,0,2
2023-07-08,나주(710),0,32,30,26.3,24.1,91,1,0,4
2023-07-08,당진(616),0,31.7,30.2,24.3,20.4,91,1,0,2
2023-07-08,홍북(608),0,31,29.6,23.3,19.5,91,1,0,3
2023-07-08,김천(822),0,30.3,28.4,23.3,18.5,91,1,0,2
2023-07-08,영덕(277),0,25.4,23.4,21.1,18.9,90.9,1,0,2
2023-07-08,금산(238),0,31,29.5,23.8,19.2,90.4,1,0,2
2023-07-08,상주(137),0,30.6,28.8,23.5,18.3,90.3,1,0,3
2023-07-08,부안(243),0,31.2,29.5,25.3,21.9,90.1,1,0,3
2023-07-08,곡성(768),0,31.8,30.2,25.3,22.4,90,1,0,2
2023-07-08,거창(284),0,30.1,28.3,23.6,19.5,89.8,1,0,2
2023-07-08,순창군(254),0,32.1,30.8,25.6,22.4,89,1,0,2
2023-07-08,완주(734),0,32,30.7,25.2,21.1,89,1,0,2
2023-07-08,경산(827),0,28.9,26.5,22.9,19.6,89,1,0,2
2023-07-08,옥천(604),0,31.2,30,24.1,19.5,89,1,0,3
2023-07-08,합천(285),0,28.8,26.8,23.2,19.4,88.1,1,0,2
2023-07-08,무안(699),0,31.8,29.9,26.1,24.3,88,1,1,4
2023-07-08,함평(754),0,32.1,30.5,26.3,24,88,1,0,4
2023-07-08,논산(615),0,31.9,30.4,24.9,20.5,88,1,0,3
2023-07-08,군위(823),0,32.4,30.7,23.7,18.9,88,1,0,3
2023-07-08,안동(136),0,31.2,29.8,23.1,18.2,87.5,1,0,3
2023-07-08,파주(99),0,31,29.3,23.8,18.4,87.3,1,0,3
2023-07-08,임실(244),0,31.1,29.7,25.3,21.7,87.1,1,0,2
2023-07-08,장성(730),0,31.8,30.4,26.1,23.6,87,1,0,2
2023-07-08,화순(741),0,32.5,30.6,25.7,23.5,87,1,0,3
2023-07-08,익산(702),0,31.7,30.9,25.3,21.3,87,1,0,2
2023-07-08,예산(628),0,31.7,30.4,24.9,20.8,87,1,0,3
2023-07-08,경주시(283),0,28.4,26.6,22.6,19.6,87,1,0,2
2023-07-08,공주(612),0,31.1,29.9,24,19.3,87,1,0,3
2023-07-08,전주(146),0,32.1,30.9,25.7,22.4,86.9,1,0,2
2023-07-08,밀양(288),0,28.1,25.8,23.6,20.2,86.8,1,0,2
2023-07-08,세종(239),0,30.9,29.3,24.1,19.3,86.8,1,0,3
2023-07-08,영천(281),0,28.4,26.7,22.5,19.4,86.4,1,0,2
2023-07-08,성주(810),0,29.4,27.9,23.5,19.4,86,1,0,2
2023-07-08,여주(548),0,30.2,28.9,24,19.3,86,1,0,2
2023-07-08,무주(701),0,31.4,30.4,24.4,19,86,1,0,2
2023-07-08,남원(247),0,31.3,30.1,25.7,21.2,85.8,1,0,2
2023-07-08,의성(278),0,31.4,30.3,24,18.7,85.8,1,0,3
2023-07-08,대전(133),0,30.6,29.3,23.9,18.8,85.6,1,0,3
2023-07-08,아산(634),0,31.3,29.7,24.7,21,85,1,0,3
2023-07-08,예천(815),0,30.8,29.5,23.8,18.4,85,1,0,2
2023-07-08,영광군(252),0,32.1,30.9,26.5,24,84.8,1,1,2
2023-07-08,대구(143),0,29,27.2,23.1,19.8,84.5,1,0,3
2023-07-08,포항(138),0,27.6,25.9,22,20.5,84.4,1,0,3
2023-07-08,용인(549),0,29.5,28.5,23.7,19.8,84,1,0,2
2023-07-08,충주(127),0,30.9,29.9,24.8,19.7,83,1,0,3
2023-07-08,구미(279),0,29.8,28.5,23.7,19.1,82.9,1,0,3
2023-07-08,정읍(245),0,32,30.9,26.4,24.2,82.4,1,0,2
2023-07-08,북춘천(93),0,32.2,31.8,24.9,17.9,79.8,1,0,1
2023-07-08,청주(131),0,31.6,31.1,25.7,20.4,77.1,1,0,3
2023-07-08,홍천(212),0,31.3,31.1,24.4,17.8,76.4,1,0,1
2023-07-08,울릉도(115),0,26.7,23.5,22.1,20.5,99.6,0,0,3
2023-07-08,양산시(257),0,28,24.7,23.1,20.9,99.3,0,0,2
2023-07-08,남해(295),0,28,25,22.5,20.5,98.4,0,0,3
2023-07-08,거제(294),0,27.6,24.5,22.2,20.7,98.1,0,0,1
2023-07-08,고성(918),0,27.8,24.7,22.8,20.8,98,0,0,3
2023-07-08,삼천포(907),0,27.5,24.5,22.2,20.4,98,0,0,3
2023-07-08,통영(162),0,27.1,24,22.2,21,97.9,0,0,1
2023-07-08,고흥(262),0,28.5,25.8,23.4,21.6,96.9,0,0,2
2023-07-08,여수(168),0,27.1,24.1,22.7,20.8,96.6,0,0,3
2023-07-08,완도(170),0,29.7,27.2,24.2,23,96.5,0,0,3
2023-07-08,태안(627),0,30.2,27.8,23.6,21.2,96,0,0,2
2023-07-08,흑산도(169),0,29,26.3,22.5,20.1,95.9,0,0,4
2023-07-08,진주(192),0,28.3,25.5,23.1,20.3,94.9,0,0,3
2023-07-08,보령(235),0,29.8,27.7,24.3,22.6,94.1,0,0,3
2023-07-08,진도군ASOS(268),0,29.6,27.6,25.1,23.9,94,0,0,3
2023-07-08,압해도(789),0,31.5,29.3,25.1,23.6,94,0,0,4
2023-07-08,서천(614),0,30.9,28.7,23.4,20.1,94,0,0,2
2023-07-08,보은(226),0,30,28.5,22.8,18.7,93.1,0,0,3
2023-07-08,울산(152),0,26.6,24.3,21.8,19.3,92.5,0,0,3
2023-07-08,동해(106),0,26,24,21.3,18.6,92,0,0,1
2023-07-08,의령군(263),0,28.4,25.9,23.4,20.5,91.9,0,0,2
2023-07-08,부산(159),0,26.5,23.8,22.2,20.5,91.5,0,0,1
2023-07-08,목포(165),0,30.9,29,25.8,24.2,91.4,0,0,4
2023-07-08,군산(140),0,30.8,29,24.1,20.7,91,0,0,3
2023-07-08,청양(618),0,31.2,29.6,24,19.9,91,0,0,3
2023-07-08,의정부(532),0,31.3,29.5,24.6,19.2,91,0,0,2
2023-07-08,계룡(636),0,31,29.6,23.5,19.1,91,0,0,3
2023-07-08,울진(130),0,26.1,24.1,21.1,18.6,91,0,0,3
2023-07-08,태백(216),0,26.9,25.5,20.2,17.6,90.4,0,0,1
2023-07-08,영양(801),0,30.3,28.7,22.7,18.4,90,0,0,2
2023-07-08,화천(555),0,32.3,30.9,24,17.6,90,0,0,1
2023-07-08,오산(550),0,31.5,29.8,24.2,20.6,89,0,0,3
2023-07-08,증평(623),0,31.2,29.5,24.6,19.8,89,0,0,2
2023-07-08,영주(272),0,29.6,27.8,23.4,18.3,88.9,0,0,2
2023-07-08,서산(129),0,30.7,29.2,24.6,21.4,88.4,0,0,2
2023-07-08,제천(221),0,30.4,29.2,23.5,18.9,88.1,0,0,3
2023-07-08,안산(545),0,30.9,29.8,23.6,20.3,88,0,0,3
2023-07-08,안성(516),0,31.2,30.5,24.6,19.7,88,0,0,3
2023-07-08,이천(203),0,30.9,29.2,24.4,20.2,87.8,0,0,2
2023-07-08,추풍령(135),0,28.7,27,22.4,18,87.6,0,0,2
2023-07-08,북강릉(104),0,26.3,24.4,21.9,18,87.5,0,0,1
2023-07-08,괴산(603),0,31,30.1,24.2,19.2,87,0,0,3
2023-07-08,단양(601),0,31.3,30.1,24.4,19.2,87,0,0,2
2023-07-08,음성(619),0,30.6,29.6,23.2,18.7,87,0,0,3
2023-07-08,양양(670),0,25.9,24.3,21.7,18.3,87,0,0,1
2023-07-08,속초(90),0,28.1,26.6,22.6,19.6,86.4,0,0,1
2023-07-08,시흥(565),0,30.8,29.7,24.5,21.1,86,0,0,3
2023-07-08,간성(517),0,27,25.2,22.3,19.2,86,0,0,1
2023-07-08,화성(571),0,30.8,29.8,24.6,20.6,85,0,0,3
2023-07-08,가평조종(505),0,31.4,30.4,23.9,17.1,85,0,0,3
2023-07-08,봉화(271),0,29.7,28.6,22.7,18.1,84.8,0,0,2
2023-07-08,수원(119),0,30.5,29.5,24.5,20.5,84.5,0,0,3
2023-07-08,진안(703),0,31,30.1,25.1,20.8,84,0,0,2
2023-07-08,과천(590),0,31.1,29.8,24.6,20.7,84,0,0,3
2023-07-08,의왕(445),0,30.1,29,24.1,20.4,84,0,0,3
2023-07-08,삼척(876),0,26.8,25.4,22,19,84,0,0,1
2023-07-08,영월(121),0,31.3,31.2,23.7,18.9,84,0,0,1
2023-07-08,진천(602),0,31.6,30.9,24.9,20.2,82,0,0,3
2023-07-08,인천(112),0,30,28.6,24.6,22.3,81.8,0,0,3
2023-07-08,장수(248),0,30.6,29.8,25.5,21.8,81.6,0,0,3
2023-07-08,동두천(98),0,32.1,31.3,25.1,18.7,80.6,0,0,3
2023-07-08,청송군(276),0,29.7,28.8,22.8,18.3,80.5,0,0,3
2023-07-08,군포(438),0,30,29.5,24.6,20.8,80,0,0,3
2023-07-08,양평(202),0,29.7,28.8,24.4,19.5,80,0,0,2
2023-07-08,양주(598),0,31.9,31.2,25,18.5,80,0,0,2
2023-07-08,철원(95),0,32.2,31.5,25,17.7,79,0,0,1
2023-07-08,횡성(536),0,31.4,31.4,24.2,17.9,78,0,0,1
2023-07-08,경기광주(546),0,29.4,28.9,23.9,19.3,77,0,0,3
2023-07-08,포천(504),0,31.4,31.1,25.3,18.7,77,0,0,3
2023-07-08,연천청산(652),0,31.6,31,24.8,18,77,0,0,3
2023-07-08,서울(108),0,30.8,29.7,25.6,22.4,76.5,0,1,3
2023-07-08,정선군(217),0,31.8,32,23.4,16.9,76.3,0,0,1
2023-07-08,부천(433),0,29.1,28.8,23.8,19.7,76,0,0,3
2023-07-08,남양주(541),0,30.8,30.6,25.2,19.3,76,0,0,2
2023-07-08,인제(211),0,30.1,29.6,23.7,17.8,75.8,0,0,1
2023-07-08,하남(444),0,30.3,29.7,24.5,19.8,75,0,0,2
2023-07-08,양구(556),0,31.3,31.9,24.2,18.5,75,0,0,1
2023-07-08,광명(437),0,31.1,30.8,25.8,22.2,74,0,0,3
2023-07-08,구리(569),0,30.2,29.6,25,20.4,74,0,0,2
2023-07-08,평창(526),0,31.3,32.3,23.6,17.3,73,0,0,1
2023-07-08,원주(114),0,30.8,30.5,25,19.6,72.8,0,0,1
2023-07-08,성남(572),0,29.6,29.2,25,21,70,0,0,3
2023-07-07,파주(99),0,32.1,32,25.2,20.2,77.9,1,0,4
2023-07-07,여주(548),0,28.9,28.1,23.4,20.6,77,1,0,4
2023-07-07,북춘천(93),0,31.8,32.4,25.9,20.6,73.5,1,0,1
2023-07-07,용인(549),0,29.2,28.8,23.4,20.7,73,1,0,4
2023-07-07,홍천(212),0,30.6,30.9,24.5,19.6,71.8,1,0,1
2023-07-07,삼척(876),0,28.3,29.5,24.5,20.3,63,1,0,1
2023-07-07,북강릉(104),0,29.5,29.6,24.6,19.8,62.6,1,0,1
2023-07-07,함양군(264),0,26.4,23.3,21.2,19.6,99.6,0,0,1
2023-07-07,장흥(260),0,28,24.7,23.8,22.9,98.6,0,0,1
2023-07-07,광주(156),0,28.2,24.9,23.7,21.7,98.6,0,0,1
2023-07-07,고령(812),0,27.5,25.1,21.4,19,98,0,0,2
2023-07-07,흑산도(169),0,28.4,25.7,21.5,18.5,98,0,0,2
2023-07-07,광양읍(713),0,28,24.7,22.9,21.7,97,0,0,1
2023-07-07,삼천포(907),0,28.4,25.4,21.8,20.4,97,0,0,2
2023-07-07,칠곡(825),0,28.3,25.2,22.1,19.2,97,0,0,2
2023-07-07,남해(295),0,27.5,24.3,22,20.5,96.9,0,0,1
2023-07-07,고흥(262),0,26.4,23.2,22.4,21.6,96.6,0,0,1
2023-07-07,강진군(259),0,28.7,25.5,24.2,22.5,96,0,0,1
2023-07-07,압해도(789),0,28.6,25.3,23.6,22.3,96,0,0,1
2023-07-07,해남(261),0,29.7,26.4,24.9,22.1,96,0,0,1
2023-07-07,나주(710),0,28.9,26,23.8,21.9,96,0,0,1
2023-07-07,담양(706),0,27.7,24.6,23.2,21.5,96,0,0,1
2023-07-07,보성(732),0,26,23,22.4,21.5,96,0,0,1
2023-07-07,영양(801),0,26.9,24.5,19.7,16.7,96,0,0,2
2023-07-07,거창(284),0,25.5,23,20.5,18.9,95.8,0,0,2
2023-07-07,완도(170),0,29.7,26.8,24.2,21.1,95.5,0,0,1
2023-07-07,천안(232),0,28.2,26.5,21.5,19.3,95.5,0,0,4
2023-07-07,산청(289),0,26.3,23.4,21.2,19.1,95.3,0,0,1
2023-07-07,하동(932),0,26.4,23.6,22.2,20.9,95,0,0,1
2023-07-07,순창군(254),0,26.3,23.9,22.3,20.6,95,0,0,1
2023-07-07,함안(920),0,27.6,24.8,21.9,20,95,0,0,1
2023-07-07,청양(618),0,27.3,25.2,21.4,19.9,95,0,0,3
2023-07-07,고성(918),0,28,25.1,22.1,19.4,95,0,0,2
2023-07-07,서천(614),0,27.1,24.7,21.6,19.4,95,0,0,2
2023-07-07,군위(823),0,27.4,25.2,21.1,18.1,95,0,0,2
2023-07-07,김천(822),0,27.1,24.8,20.4,17.9,95,0,0,2
2023-07-07,김해시(253),0,29.1,25.9,22.2,19.9,94.5,0,0,2
2023-07-07,진주(192),0,27.7,24.8,22,20.2,94.4,0,0,2
2023-07-07,통영(162),0,27.8,24.9,22,20.1,94.3,0,0,1
2023-07-07,부여(236),0,27.7,25.5,21.7,19.7,94.3,0,0,2
2023-07-07,함평(754),0,28.8,25.7,23.8,21.8,94,0,0,1
2023-07-07,곡성(768),0,27,24.8,22.6,20.9,94,0,0,1
2023-07-07,김제(737),0,27.4,25.4,22.7,20,94,0,0,1
2023-07-07,완주(734),0,27.2,25.4,21.9,19.9,94,0,0,1
2023-07-07,계룡(636),0,27.3,25.3,20.7,19,94,0,0,2
2023-07-07,청도(813),0,26.5,23.9,21,18.1,94,0,0,2
2023-07-07,금산(238),0,26.2,24.9,20.8,18.9,93.8,0,0,2
2023-07-07,상주(137),0,27.3,25.1,20.6,17.4,93.8,0,0,2
2023-07-07,장성(730),0,27.5,24.2,22.9,20.9,93,0,0,1
2023-07-07,거제(294),0,27.9,25.2,22.3,20.1,93,0,0,2
2023-07-07,창녕(919),0,28.2,25.2,22.2,19.8,93,0,0,2
2023-07-07,옥천(604),0,27.6,26.2,21.6,19.4,93,0,0,2
2023-07-07,홍북(608),0,27.4,26,21.6,19.4,93,0,0,4
2023-07-07,여수(168),0,26.7,23.9,22.4,20.8,92.9,0,0,1
2023-07-07,임실(244),0,26,23.5,21.8,20,92.9,0,0,1
2023-07-07,영천(281),0,26.5,24.9,21,17.8,92.9,0,0,2
2023-07-07,목포(165),0,28.9,26.2,24.3,22.3,92.8,0,0,1
2023-07-07,보은(226),0,26.9,25,20.5,18.1,92.5,0,0,3
2023-07-07,의성(278),0,27,25,20.8,18,92.5,0,0,2
2023-07-07,문경(273),0,26.9,25,20.4,16.9,92.3,0,0,3
2023-07-07,양산시(257),0,28.8,26.4,22.9,19.9,92.1,0,0,2
2023-07-07,영암(731),0,30.7,28.1,25.1,22.8,92,0,0,1
2023-07-07,무안(699),0,29.1,26.5,24.1,22,92,0,0,1
2023-07-07,구례(709),0,26.3,23.9,22.6,21.5,92,0,0,1
2023-07-07,부안(243),0,27.4,24.7,22.7,20.4,92,0,0,1
2023-07-07,공주(612),0,27.5,25.4,21.3,19.2,92,0,0,2
2023-07-07,진안(703),0,25,22.8,20.7,18.9,92,0,0,1
2023-07-07,군산(140),0,26.7,24.9,21.9,19.6,91.8,0,0,2
2023-07-07,장수(248),0,25.2,22.8,20.7,18.9,91.6,0,0,1
2023-07-07,남원(247),0,26.1,23.9,22,20.6,91.4,0,0,1
2023-07-07,순천시(712),0,27.9,25,23.5,22.2,91,0,0,1
2023-07-07,진도군ASOS(268),0,29.3,26.6,24.6,21.9,91,0,0,1
2023-07-07,익산(702),0,27.5,25.4,22.6,20.2,91,0,0,1
2023-07-07,논산(615),0,28.5,26.6,22.2,20.1,91,0,0,2
2023-07-07,영주(272),0,26.3,24.6,20.5,17.9,91,0,0,2
2023-07-07,합천(285),0,26.7,24.4,21.7,19.2,90.8,0,0,2
2023-07-07,세종(239),0,27.5,25.6,21.5,19.2,90.5,0,0,3
2023-07-07,의령군(263),0,27.8,25.2,22.5,20.5,90.3,0,0,2
2023-07-07,증평(623),0,28.7,27.1,21.9,19.2,90,0,0,3
2023-07-07,무주(701),0,25.2,24.1,20.5,19.1,90,0,0,2
2023-07-07,예천(815),0,27.2,25.1,20.7,17.4,90,0,0,2
2023-07-07,영광군(252),0,28.5,25.7,23.8,21.1,89.4,0,0,1
2023-07-07,봉화(271),0,25.6,24,20.1,18,89.3,0,0,2
2023-07-07,안동(136),0,26.7,24.9,20.6,17.1,89.1,0,0,2
2023-07-07,성주(810),0,26.7,24.9,21.8,19.6,89,0,0,2
2023-07-07,괴산(603),0,27.9,26.4,21.2,18.8,89,0,0,3
2023-07-07,추풍령(135),0,25.9,24,20,17.7,88.9,0,0,2
2023-07-07,제천(221),0,27.8,26.5,21.6,19.1,88.5,0,0,3
2023-07-07,창원(155),0,27.4,25.5,22.1,19.2,88.1,0,0,1
2023-07-07,화순(741),0,27.4,24.9,23.7,21.8,88,0,0,1
2023-07-07,경주시(283),0,27.4,25.3,21.3,18.3,87.9,0,0,2
2023-07-07,영월(121),0,28,26.8,21.5,19,87.8,0,0,1
2023-07-07,대전(133),0,27.6,26.3,21.6,18.8,87.6,0,0,2
2023-07-07,울산(152),0,27,25.1,21.4,18.6,87.4,0,0,2
2023-07-07,당진(616),0,29.9,28.4,23.8,20.7,87,0,0,4
2023-07-07,경산(827),0,27.4,25.8,21.8,18.1,87,0,0,2
2023-07-07,청송군(276),0,26.4,24.4,20,16.6,87,0,0,2
2023-07-07,보령(235),0,27.5,26.5,23.3,20.8,86.9,0,0,3
2023-07-07,대구(143),0,27.3,25.7,21.9,18,86.8,0,0,2
2023-07-07,구미(279),0,26.8,25.1,21.5,18.4,86.4,0,0,2
2023-07-07,밀양(288),0,26.8,25.3,22.1,19.6,86.3,0,0,1
2023-07-07,태안(627),0,28.9,27.6,24.1,21.1,86,0,0,4
2023-07-07,화천(555),0,32.9,31.1,24.7,20,86,0,0,1
2023-07-07,단양(601),0,27.9,26.8,21.5,19,86,0,0,2
2023-07-07,음성(619),0,27.5,26.3,20.9,18.3,86,0,0,4
2023-07-07,전주(146),0,27.5,25.7,23.1,20.4,85.3,0,0,1
2023-07-07,예산(628),0,29,27.4,23.4,20.8,85,0,0,4
2023-07-07,영덕(277),0,27.7,25.9,21.1,17.2,85,0,0,2
2023-07-07,부산(159),0,27.7,25.7,22.4,20.4,84.9,0,0,2
2023-07-07,정읍(245),0,27.7,25.6,23.6,20.6,84.3,0,0,1
2023-07-07,태백(216),0,25.2,24.1,19,16.1,83.8,0,0,1
2023-07-07,평택(551),0,29,27.9,23.5,20.4,83,0,0,4
2023-07-07,아산(634),0,28.9,27.7,23.2,20.4,83,0,0,4
2023-07-07,안성(516),0,29.7,29.4,22.8,19.8,82,0,0,4
2023-07-07,서산(129),0,29.1,27.9,24,21.4,81.6,0,0,4
2023-07-07,오산(550),0,31.3,30.4,24.2,21.3,81,0,0,4
2023-07-07,진천(602),0,28.5,28.1,22.5,19.9,81,0,0,4
2023-07-07,이천(203),0,30.1,29.2,24,21,80.9,0,0,4
2023-07-07,울릉도(115),0,28.4,27.9,23.8,19.6,80.9,0,0,2
2023-07-07,의정부(532),0,32.2,31.2,25.4,21.7,80,0,0,4
2023-07-07,충주(127),0,28.5,27.3,22.3,19.2,79.3,0,0,3
2023-07-07,정선군(217),0,28.1,27.2,21.8,18.2,78.9,0,0,1
2023-07-07,포항(138),0,27.9,27,22.9,18.6,78.8,0,0,2
2023-07-07,울진(130),0,27.5,28.2,22.4,17.9,78.8,0,0,2
2023-07-07,제주(184),0,32.6,31.5,27.1,24,78,0,0,3
2023-07-07,안산(545),0,30.8,30.5,24.7,20.6,77,0,0,4
2023-07-07,청주(131),0,27.9,27.6,23.1,20.3,76.9,0,0,3
2023-07-07,가평조종(505),0,31.9,31.9,24.7,19.3,76,0,0,4
2023-07-07,철원(95),0,31.9,33.3,25.2,19.7,75.9,0,0,1
2023-07-07,간성(517),0,30.1,30,24.2,19.5,75,0,0,1
2023-07-07,시흥(565),0,31.3,31.4,25.7,21.9,74,0,0,4
2023-07-07,속초(90),0,30.1,31.7,24.5,20.7,73.8,0,0,1
2023-07-07,인제(211),0,31,32,25,19.7,73.6,0,0,1
2023-07-07,양평(202),0,29.6,29,24.2,20.9,73.5,0,0,4
2023-07-07,화성(571),0,31.1,31.1,25.2,21.6,73,0,0,4
2023-07-07,과천(590),0,31.5,31.1,25.1,21.3,73,0,0,4
2023-07-07,의왕(445),0,30.4,30.3,24.4,21.3,73,0,0,4
2023-07-07,동두천(98),0,32.5,33.1,25.6,21.1,72.8,0,0,4
2023-07-07,횡성(536),0,29.8,29.4,24,19.7,72,0,0,1
2023-07-07,수원(119),0,30.5,30.6,25,22.1,71.6,0,0,4
2023-07-07,동해(106),0,27.6,27,23.4,19.2,71.4,0,0,1
2023-07-07,평창(526),0,28,28,22.4,18.7,71,0,0,1
2023-07-07,인천(112),0,30.6,30,25.9,23.1,70.3,0,0,4
2023-07-07,양주(598),0,32.2,32.7,25.9,21.1,70,0,0,4
2023-07-07,양구(556),0,31.4,32.9,25.8,20.7,70,0,0,1
2023-07-07,연천청산(652),0,31.7,32.6,25.4,20.3,70,0,0,4
2023-07-07,경기광주(546),0,30,30.3,24.2,21,68,0,0,4
2023-07-07,포천(504),0,31.9,33.1,25.8,20.7,68,0,0,4
2023-07-07,구리(569),0,30.8,31.2,25.3,21.6,66,0,0,4
2023-07-07,원주(114),0,29.1,29.3,24.5,21.9,65.9,0,0,1
2023-07-07,남양주(541),0,31.5,32.5,25.8,21.5,65,0,0,4
2023-07-07,하남(444),0,30.7,31.3,24.9,21.2,65,0,0,4
